query_id,query_text,N,doc_id,title,date,link,top5_configs,relevant
5,eleição municipal 2016,25000,893,"PT desiste de ter candidato a prefeito em Ribeirão Preto, terra de Palocci",2016-04-07,http://www1.folha.uol.com.br/poder/2016/07/1788387-pt-desiste-de-ter-candidato-a-prefeito-em-ribeirao-preto-terra-de-palocci.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,25000,20222,Editorial: O PT se esvazia,2015-05-26,http://www1.folha.uol.com.br/opiniao/2015/05/1633591-editorial-o-pt-se-esvazia.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,25000,4760,"Aliado a Paes, Romário elogia preparação para a Olimpíada",2015-01-22,http://www1.folha.uol.com.br/poder/2015/01/1579017-aliado-a-paes-romario-elogia-preparacao-para-a-olimpiada.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,25000,23146,"'O candidato do PSDB à prefeitura é o do Alckmin', diz Mario Covas Neto",2015-01-11,http://www1.folha.uol.com.br/saopaulo/2015/11/1700529-o-candidato-do-psdb-a-prefeitura-e-o-do-alckmin-diz-mario-covas-neto.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,25000,15384,Partido faz 'concurso' para escolher candidatos para 2018,2017-03-17,http://www1.folha.uol.com.br/poder/2017/03/1867363-partido-faz-concurso-para-escolher-candidatos-para-2018.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,50000,32779,Conheça o fundamento jurídico do impeachment de Dilma Rousseff,2016-12-05,http://www1.folha.uol.com.br/poder/2016/05/1770586-conheca-o-fundamento-juridico-do-impeachment-de-dilma-rousseff.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,50000,24958,Reveja os acontecimentos que levaram ao impeachment de Dilma Rousseff,2016-12-18,http://www1.folha.uol.com.br/cenarios-2017/2016/12/1842041-reveja-os-acontecimentos-que-levaram-ao-impeachment-de-dilma-rousseff.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,50000,11972,"Está difícil para nós e está difícil para eles, diz Rui Falcão",2016-04-17,http://www1.folha.uol.com.br/poder/2016/04/1762066-esta-dificil-para-nos-e-esta-dificil-para-eles-diz-rui-falcao.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,50000,39589,Pedido de impeachment de Dilma ocupa 11 volumes do Diário da Câmara,2016-04-13,http://www1.folha.uol.com.br/poder/2016/04/1760463-pedido-de-impeachment-de-dilma-ocupa-11-volumes-do-diario-da-camara.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,50000,16659,Líder do PMDB exclui contrários a Dilma de comissão de impeachment,2015-07-12,http://www1.folha.uol.com.br/poder/2015/12/1716210-lider-do-pmdb-exclui-contrarios-a-dilma-de-comissao-de-impeachment.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,50000,16475,"Operação corre risco desde o primeiro dia, diz procurador da Lava Jato",2016-07-07,http://www1.folha.uol.com.br/poder/2016/07/1789582-operacao-corre-risco-desde-o-primeiro-dia-diz-procurador-da-lava-jato.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,50000,34342,"Citado em delação de Delcídio, Lula se diz alvo político da Lava Jato",2016-03-03,http://www1.folha.uol.com.br/poder/2016/03/1746103-citado-em-delacao-de-delcidio-lula-se-diz-alvo-politico-da-lava-jato.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,50000,18636,PF se opõe a novas delações premiadas na Lava Jato,2016-04-10,http://www1.folha.uol.com.br/poder/2016/10/1819588-pf-se-opoe-a-novas-delacoes-premiadas-na-lava-jato.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,50000,12883,Cerveró amplia delação na Lava Jato e envolve ex-governador de MT,2017-01-26,http://www1.folha.uol.com.br/poder/2017/01/1853254-cervero-amplia-delacao-na-lava-jato-e-envolve-ex-governador-do-mt.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,50000,21583,"Preso na Operação Lava Jato, Pedro Corrêa é transferido para Curitiba",2015-04-13,http://www1.folha.uol.com.br/poder/2015/04/1615954-preso-na-operacao-lava-jato-pedro-correa-e-transferido-para-curitiba.shtml,c1|c2|c3|c4,
3,reforma da previdência,50000,21147,"Reforma da Previdência pode garantir selo de bom pagador, diz Padilha",2017-02-15,http://www1.folha.uol.com.br/mercado/2017/02/1858994-reforma-da-previdencia-pode-garantir-selo-de-bom-pagador-diz-padilha.shtml,c1|c2|c3|c4,
3,reforma da previdência,50000,24838,Temer tira da reforma 70% dos funcionários públicos,2017-03-23,http://www1.folha.uol.com.br/mercado/2017/03/1869079-temer-tira-da-reforma-70-dos-funcionarios.shtml,c1|c2|c3|c4,
3,reforma da previdência,50000,33482,"Reforma da Previdência chega ao Congresso nesta terça, anuncia Temer",2016-05-12,http://www1.folha.uol.com.br/mercado/2016/12/1838637-reforma-da-previdencia-chega-ao-congresso-nesta-terca-anuncia-temer.shtml,c1|c2|c3|c4,
3,reforma da previdência,50000,18524,Reforma da Previdência já tramita na Câmara como PEC 287,2016-06-12,http://www1.folha.uol.com.br/mercado/2016/12/1838774-reforma-da-previdencia-ja-tramita-na-camara-como-pec-287.shtml,c1|c2|c3|c4,
3,reforma da previdência,50000,38150,Padilha diz que reforma da Previdência de Temer será 'dura',2016-08-11,http://www1.folha.uol.com.br/mercado/2016/11/1830371-congresso-quer-mudar-previdencia-no-proximo-semestre-diz-padrilha.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,50000,40669,Crise hídrica faz agência adiar decisão sobre retirada de água do Cantareira,2015-10-20,http://www1.folha.uol.com.br/cotidiano/2015/10/1696157-crise-hidrica-adia-para-2017-nova-autorizacao-para-abastecer-cantareira.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,50000,30134,Folha realiza debate em São Paulo sobre a crise hídrica na próxima terça,2015-03-25,http://www1.folha.uol.com.br/cotidiano/2015/03/1607693-folha-realiza-debate-em-sao-paulo-sobre-a-crise-hidrica-na-proxima-terca.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,50000,4040,Leitor diz que crise hídrica é responsável pela inflação em 2015,2016-01-15,http://www1.folha.uol.com.br/paineldoleitor/2016/01/1729742-leitor-diz-que-crise-hidrica-e-responsavel-pela-inflacao-em-2015.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,50000,12193,"Para 48%, Alckmin faz gestão ruim ou péssima da crise hídrica em SP",2015-04-11,http://www1.folha.uol.com.br/cotidiano/2015/11/1701915-para-48-alckmin-faz-gestao-ruim-ou-pessima-da-crise-hidrica-em-sp.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,50000,34347,"'Seguimos no limite', diz especialista em crise hídrica sobre represas de SP",2017-03-22,http://www1.folha.uol.com.br/cotidiano/2017/03/1868198-seguimos-no-limite-diz-especialista-em-crise-hidrica-sobre-represas-de-sp.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,50000,36482,PSB oficializa apoio a Doria e PSDB fala em aliança para mudar o Brasil,2016-06-13,http://www1.folha.uol.com.br/poder/2016/06/1781173-psb-oficializa-apoio-a-doria-e-psdb-fala-em-alianca-para-mudar-o-brasil.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,50000,25647,PMDB quer revisão de acordo com Haddad,2015-07-13,http://www1.folha.uol.com.br/poder/2015/07/1654863-pmdb-quer-revisao-de-acordo-com-haddad.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,50000,31287,Haddad apela a PMDB para que Marta não seja candidata em 2016,2015-09-26,http://www1.folha.uol.com.br/poder/2015/09/1686827-haddad-apela-a-pmdb-para-que-marta-nao-seja-candidata-em-2016.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,50000,893,"PT desiste de ter candidato a prefeito em Ribeirão Preto, terra de Palocci",2016-04-07,http://www1.folha.uol.com.br/poder/2016/07/1788387-pt-desiste-de-ter-candidato-a-prefeito-em-ribeirao-preto-terra-de-palocci.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,50000,45090,Candidatos famosos não se elegem para Câmara Municipal de São Paulo,2016-03-10,http://www1.folha.uol.com.br/poder/eleicoes-2016/2016/10/1819238-candidatos-famosos-nao-se-elegem-para-camara-municipal-de-sao-paulo.shtml,c1|c2|c3|c4,
